Data Year	County Number	County Name	District Number	District Type	District Name	School Number	School Name	ECSU Number	Economic Development Region	School Classification	Grade	Total Enrollment	Filter Groups	Total Female Count	Total Female Percent	Total Male Count	Total Male Percent	Total American Indian or Alaska Native Count	Total American Indian or Alaska Native Percent	American Indian or Alaska Native Female Count	American Indian or Alaska Native Male Count	Total Asian Count	Total Asian Percent	Asian Female Count	Asian Male Count	Total Native Hawaiian or Pacific Islander Count	Total Native Hawaiian or Pacific Islander Percent	Native Hawaiian or Pacific Islander Female Count	Native Hawaiian or Pacific Islander Male Count	Total Hispanic or Latino Count	Total Hispanic or Latino Percent	Hispanic or Latino Female Count	Hispanic or Latino Male Count	Total Black or African American Count	Total Black or African American Percent	Black or African American Female Count	Black or African American Male Count	Total White Count	Total White Percent	White Female Count	White Male Count	Total Two or More Races Count	Total Two or More Races Percent	Two or More Races Female Count	Two or More Races Male Count	Total Students of Color or American Indian Count	Total Students of Color or American Indian Percent	Total Students Eligible for Free or Reduced Priced Meals Count	Total Students Eligible for Free or Reduced Priced Meals Percent	Total Students Receiving Special Education Services Count	Total Students Receiving Special Education Services Percent	Total English Learner Identified Count	Total English Learner Identified Percent	Total Students Experiencing Homelessness Count	Total Students Experiencing Homelessness Percent	Additional Suppression Free or Reduced Priced Meals Applied	Additional Suppression Special Education Applied	Additional Suppression English Learner Identified Applied	Additional Suppression Homeless Applied
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	KG	61	N	30	49.18%	31	50.82%	0	0.00%	0	0	2	3.28%	0	2	0	0.00%	0	0	6	9.84%	4	2	9	14.75%	4	5	40	65.57%	20	20	4	6.56%	2	2	21	34.43%	12	19.67%	16	26.23%	5	8.20%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	1	79	N	34	43.04%	45	56.96%	0	0.00%	0	0	2	2.53%	0	2	0	0.00%	0	0	7	8.86%	2	5	11	13.92%	4	7	52	65.82%	25	27	7	8.86%	3	4	27	34.18%			10	12.66%	11	13.92%	0	0.00%	Y	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	2	63	N	31	49.21%	32	50.79%	0	0.00%	0	0	6	9.52%	5	1	0	0.00%	0	0	4	6.35%	1	3	8	12.70%	4	4	37	58.73%	17	20	8	12.70%	4	4	26	41.27%	14	22.22%	8	12.70%			0	0.00%	N	N	Y	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	3	84	N	42	50.00%	42	50.00%	0	0.00%	0	0	2	2.38%	2	0	0	0.00%	0	0	6	7.14%	5	1	8	9.52%	2	6	62	73.81%	31	31	6	7.14%	2	4	22	26.19%			14	16.67%			0	0.00%	Y	N	Y	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	4	77	N	46	59.74%	31	40.26%	0	0.00%	0	0	2	2.60%	2	0	0	0.00%	0	0	2	2.60%	0	2	12	15.58%	7	5	56	72.73%	34	22	5	6.49%	3	2	21	27.27%	14	18.18%	14	18.18%	8	10.39%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	5	88	N	52	59.09%	36	40.91%	0	0.00%	0	0	5	5.68%	3	2	0	0.00%	0	0	8	9.09%	3	5	15	17.05%	9	6	56	63.64%	36	20	4	4.55%	1	3	32	36.36%	15	17.05%	12	13.64%	9	10.23%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	706	Northview Elementary	11	11	10	All Grades	452	N	235	51.99%	217	48.01%	0	0.00%	0	0	19	4.20%	12	7	0	0.00%	0	0	33	7.30%	15	18	63	13.94%	30	33	303	67.04%	163	140	34	7.52%	15	19	149	32.96%	67	14.82%	74	16.37%	43	9.51%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	KG	60	N	29	48.33%	31	51.67%	0	0.00%	0	0	2	3.33%	2	0	0	0.00%	0	0	7	11.67%	2	5	11	18.33%	6	5	33	55.00%	16	17	7	11.67%	3	4	27	45.00%	19	31.67%	14	23.33%	8	13.33%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	1	82	N	45	54.88%	37	45.12%	0	0.00%	0	0	3	3.66%	3	0	0	0.00%	0	0	13	15.85%	9	4	14	17.07%	6	8	40	48.78%	18	22	12	14.63%	9	3	42	51.22%	23	28.05%	11	13.41%	8	9.76%			N	N	N	Y
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	2	84	N	49	58.33%	35	41.67%	1	1.19%	1	0	3	3.57%	2	1	0	0.00%	0	0	6	7.14%	4	2	20	23.81%	12	8	44	52.38%	22	22	10	11.90%	8	2	40	47.62%	19	22.62%	18	21.43%	15	17.86%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	3	90	N	47	52.22%	43	47.78%	1	1.11%	1	0	5	5.56%	0	5	0	0.00%	0	0	11	12.22%	6	5	14	15.56%	8	6	49	54.44%	28	21	10	11.11%	4	6	41	45.56%	32	35.56%	19	21.11%	11	12.22%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	4	58	N	26	44.83%	32	55.17%	1	1.72%	0	1	5	8.62%	1	4	0	0.00%	0	0	7	12.07%	3	4	10	17.24%	2	8	29	50.00%	16	13	6	10.34%	4	2	29	50.00%	17	29.31%	15	25.86%	6	10.34%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	5	73	N	37	50.68%	36	49.32%	0	0.00%	0	0	6	8.22%	5	1	1	1.37%	1	0	8	10.96%	4	4	20	27.40%	7	13	38	52.05%	20	18	0	0.00%	0	0	35	47.95%	17	23.29%	19	26.03%	7	9.59%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	707	Westview Elementary	11	11	10	All Grades	447	N	233	52.13%	214	47.87%	3	0.67%	2	1	24	5.37%	13	11	1	0.22%	1	0	52	11.63%	28	24	89	19.91%	41	48	233	52.13%	120	113	45	10.07%	28	17	214	47.87%	127	28.41%	96	21.48%	55	12.30%			N	N	N	Y
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	KG	93	N	41	44.09%	52	55.91%	0	0.00%	0	0	2	2.15%	0	2	0	0.00%	0	0	12	12.90%	8	4	26	27.96%	9	17	48	51.61%	21	27	5	5.38%	3	2	45	48.39%	29	31.18%	18	19.35%	18	19.35%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	1	101	N	49	48.51%	52	51.49%	0	0.00%	0	0	4	3.96%	3	1	0	0.00%	0	0	10	9.90%	5	5	20	19.80%	12	8	53	52.48%	21	32	14	13.86%	8	6	48	47.52%	18	17.82%	18	17.82%	18	17.82%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	2	114	N	47	41.23%	67	58.77%	0	0.00%	0	0	5	4.39%	3	2	0	0.00%	0	0	18	15.79%	6	12	27	23.68%	10	17	53	46.49%	23	30	11	9.65%	5	6	61	53.51%	34	29.82%	25	21.93%	27	23.68%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	3	107	N	43	40.19%	64	59.81%	0	0.00%	0	0	1	0.93%	1	0	0	0.00%	0	0	11	10.28%	4	7	28	26.17%	15	13	55	51.40%	19	36	12	11.21%	4	8	52	48.60%	23	21.50%	19	17.76%	17	15.89%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	4	123	N	57	46.34%	66	53.66%	1	0.81%	1	0	6	4.88%	2	4	0	0.00%	0	0	14	11.38%	7	7	28	22.76%	11	17	67	54.47%	33	34	7	5.69%	3	4	56	45.53%	29	23.58%	30	24.39%	21	17.07%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	5	101	N	53	52.48%	48	47.52%	1	0.99%	0	1	3	2.97%	3	0	0	0.00%	0	0	12	11.88%	6	6	18	17.82%	7	11	63	62.38%	36	27	4	3.96%	1	3	38	37.62%	20	19.80%	13	12.87%	10	9.90%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	708	Southview Elementary	11	11	10	All Grades	639	N	290	45.38%	349	54.62%	2	0.31%	1	1	21	3.29%	12	9	0	0.00%	0	0	77	12.05%	36	41	147	23.00%	64	83	339	53.05%	153	186	53	8.29%	24	29	300	46.95%	153	23.94%	123	19.25%	111	17.37%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	KG	126	N	68	53.97%	58	46.03%	3	2.38%	2	1	7	5.56%	5	2	1	0.79%	0	1	9	7.14%	6	3	22	17.46%	13	9	74	58.73%	36	38	10	7.94%	6	4	52	41.27%	29	23.02%	12	9.52%	17	13.49%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	1	130	N	64	49.23%	66	50.77%	1	0.77%	0	1	7	5.38%	1	6	0	0.00%	0	0	7	5.38%	6	1	12	9.23%	8	4	90	69.23%	43	47	13	10.00%	6	7	40	30.77%	27	20.77%	16	12.31%	11	8.46%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	2	111	N	56	50.45%	55	49.55%	1	0.90%	0	1	6	5.41%	6	0	0	0.00%	0	0	10	9.01%	4	6	16	14.41%	10	6	67	60.36%	32	35	11	9.91%	4	7	44	39.64%	22	19.82%	24	21.62%	11	9.91%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	3	143	N	60	41.96%	83	58.04%	1	0.70%	1	0	6	4.20%	1	5	0	0.00%	0	0	18	12.59%	9	9	17	11.89%	8	9	89	62.24%	34	55	12	8.39%	7	5	54	37.76%	31	21.68%	25	17.48%	14	9.79%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	4	128	N	62	48.44%	66	51.56%	0	0.00%	0	0	14	10.94%	6	8	0	0.00%	0	0	18	14.06%	8	10	9	7.03%	4	5	82	64.06%	40	42	5	3.91%	4	1	46	35.94%	23	17.97%	24	18.75%	15	11.72%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	5	147	N	72	48.98%	75	51.02%	1	0.68%	1	0	9	6.12%	6	3	1	0.68%	1	0	12	8.16%	7	5	22	14.97%	13	9	88	59.86%	39	49	14	9.52%	5	9	59	40.14%	29	19.73%	31	21.09%	11	7.48%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	709	Parkview Elementary	11	11	10	All Grades	785	N	382	48.66%	403	51.34%	7	0.89%	4	3	49	6.24%	25	24	2	0.25%	1	1	74	9.43%	40	34	98	12.48%	56	42	490	62.42%	224	266	65	8.28%	32	33	295	37.58%	161	20.51%	132	16.82%	79	10.06%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	KG	92	N	41	44.57%	51	55.43%	1	1.09%	1	0	7	7.61%	3	4	0	0.00%	0	0	12	13.04%	5	7	8	8.70%	3	5	54	58.70%	23	31	10	10.87%	6	4	38	41.30%	14	15.22%	11	11.96%	8	8.70%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	1	121	N	61	50.41%	60	49.59%	0	0.00%	0	0	9	7.44%	6	3	0	0.00%	0	0	13	10.74%	8	5	15	12.40%	7	8	74	61.16%	34	40	10	8.26%	6	4	47	38.84%	22	18.18%	13	10.74%	15	12.40%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	2	124	N	71	57.26%	53	42.74%	0	0.00%	0	0	16	12.90%	10	6	0	0.00%	0	0	6	4.84%	5	1	17	13.71%	9	8	68	54.84%	37	31	17	13.71%	10	7	56	45.16%	12	9.68%	14	11.29%	17	13.71%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	3	110	N	55	50.00%	55	50.00%	3	2.73%	1	2	15	13.64%	10	5	0	0.00%	0	0	16	14.55%	7	9	8	7.27%	4	4	59	53.64%	29	30	9	8.18%	4	5	51	46.36%	17	15.45%	11	10.00%	14	12.73%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	4	138	N	69	50.00%	69	50.00%	0	0.00%	0	0	12	8.70%	5	7	0	0.00%	0	0	18	13.04%	8	10	9	6.52%	4	5	88	63.77%	46	42	11	7.97%	6	5	50	36.23%	14	10.14%	21	15.22%	11	7.97%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	5	130	N	70	53.85%	60	46.15%	2	1.54%	1	1	18	13.85%	7	11	0	0.00%	0	0	10	7.69%	6	4	14	10.77%	7	7	74	56.92%	43	31	12	9.23%	6	6	56	43.08%	11	8.46%	16	12.31%	6	4.62%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	710	Diamond Path Elementary School of International Studies	11	11	10	All Grades	715	N	367	51.33%	348	48.67%	6	0.84%	3	3	77	10.77%	41	36	0	0.00%	0	0	75	10.49%	39	36	71	9.93%	34	37	417	58.32%	212	205	69	9.65%	38	31	298	41.68%	90	12.59%	86	12.03%	71	9.93%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	KG	126	N	59	46.83%	67	53.17%	0	0.00%	0	0	2	1.59%	0	2	0	0.00%	0	0	25	19.84%	9	16	18	14.29%	5	13	68	53.97%	38	30	13	10.32%	7	6	58	46.03%	39	30.95%	18	14.29%	32	25.40%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	1	129	N	68	52.71%	61	47.29%	1	0.78%	1	0	6	4.65%	3	3	0	0.00%	0	0	25	19.38%	13	12	22	17.05%	12	10	67	51.94%	36	31	8	6.20%	3	5	62	48.06%	32	24.81%	24	18.60%	28	21.71%			N	N	N	Y
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	2	130	N	60	46.15%	70	53.85%	0	0.00%	0	0	3	2.31%	3	0	1	0.77%	0	1	23	17.69%	9	14	14	10.77%	7	7	77	59.23%	36	41	12	9.23%	5	7	53	40.77%	26	20.00%	16	12.31%	26	20.00%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	3	131	N	59	45.04%	72	54.96%	0	0.00%	0	0	6	4.58%	2	4	0	0.00%	0	0	30	22.90%	16	14	18	13.74%	5	13	68	51.91%	29	39	9	6.87%	7	2	63	48.09%	47	35.88%	16	12.21%	36	27.48%			N	N	N	Y
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	4	141	N	75	53.19%	66	46.81%	0	0.00%	0	0	4	2.84%	2	2	1	0.71%	0	1	31	21.99%	15	16	12	8.51%	7	5	86	60.99%	48	38	7	4.96%	3	4	55	39.01%	32	22.70%	21	14.89%	28	19.86%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	5	128	N	62	48.44%	66	51.56%	0	0.00%	0	0	4	3.13%	2	2	0	0.00%	0	0	33	25.78%	16	17	22	17.19%	7	15	62	48.44%	34	28	7	5.47%	3	4	66	51.56%	44	34.38%	22	17.19%	21	16.41%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	711	Greenleaf Elementary	11	11	10	All Grades	785	N	383	48.79%	402	51.21%	1	0.13%	1	0	25	3.18%	12	13	2	0.25%	0	2	167	21.27%	78	89	106	13.50%	43	63	428	54.52%	221	207	56	7.13%	28	28	357	45.48%	220	28.03%	117	14.90%	171	21.78%	2	0.25%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	KG	131	N	58	44.27%	73	55.73%	1	0.76%	1	0	23	17.56%	9	14	0	0.00%	0	0	22	16.79%	12	10	25	19.08%	10	15	40	30.53%	19	21	20	15.27%	7	13	91	69.47%	38	29.01%	15	11.45%	31	23.66%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	1	134	N	73	54.48%	61	45.52%	1	0.75%	1	0	27	20.15%	16	11	1	0.75%	1	0	15	11.19%	10	5	29	21.64%	15	14	51	38.06%	24	27	10	7.46%	6	4	83	61.94%	38	28.36%	11	8.21%	32	23.88%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	2	124	N	73	58.87%	51	41.13%	0	0.00%	0	0	14	11.29%	8	6	1	0.81%	1	0	12	9.68%	4	8	25	20.16%	19	6	59	47.58%	33	26	13	10.48%	8	5	65	52.42%	30	24.19%	13	10.48%	17	13.71%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	3	113	N	48	42.48%	65	57.52%	0	0.00%	0	0	17	15.04%	7	10	0	0.00%	0	0	10	8.85%	4	6	32	28.32%	13	19	43	38.05%	18	25	11	9.73%	6	5	70	61.95%	31	27.43%	13	11.50%	24	21.24%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	4	99	N	41	41.41%	58	58.59%	2	2.02%	1	1	11	11.11%	4	7	0	0.00%	0	0	13	13.13%	6	7	34	34.34%	16	18	33	33.33%	12	21	6	6.06%	2	4	66	66.67%	33	33.33%	18	18.18%	16	16.16%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	5	106	N	52	49.06%	54	50.94%	0	0.00%	0	0	16	15.09%	9	7	0	0.00%	0	0	16	15.09%	6	10	30	28.30%	16	14	40	37.74%	18	22	4	3.77%	3	1	66	62.26%	33	31.13%	10	9.43%	3	2.83%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	712	"Cedar Park Elementary School of Science, Technology, Engineering and Math"	11	11	10	All Grades	707	N	345	48.80%	362	51.20%	4	0.57%	3	1	108	15.28%	53	55	2	0.28%	2	0	88	12.45%	42	46	175	24.75%	89	86	266	37.62%	124	142	64	9.05%	32	32	441	62.38%	203	28.71%	80	11.32%	123	17.40%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	KG	90	N	43	47.78%	47	52.22%	0	0.00%	0	0	5	5.56%	2	3	0	0.00%	0	0	8	8.89%	5	3	4	4.44%	1	3	67	74.44%	35	32	6	6.67%	0	6	23	25.56%	7	7.78%	10	11.11%	8	8.89%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	1	96	N	52	54.17%	44	45.83%	0	0.00%	0	0	9	9.38%	5	4	0	0.00%	0	0	10	10.42%	5	5	6	6.25%	3	3	67	69.79%	36	31	4	4.17%	3	1	29	30.21%	6	6.25%	9	9.38%	17	17.71%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	2	116	N	48	41.38%	68	58.62%	0	0.00%	0	0	9	7.76%	4	5	0	0.00%	0	0	10	8.62%	4	6	8	6.90%	3	5	80	68.97%	30	50	9	7.76%	7	2	36	31.03%	12	10.34%	13	11.21%	11	9.48%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	3	76	N	44	57.89%	32	42.11%	1	1.32%	0	1	7	9.21%	4	3	0	0.00%	0	0	5	6.58%	3	2	8	10.53%	7	1	47	61.84%	24	23	8	10.53%	6	2	29	38.16%	8	10.53%	15	19.74%	10	13.16%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	4	82	N	34	41.46%	48	58.54%	0	0.00%	0	0	4	4.88%	2	2	0	0.00%	0	0	6	7.32%	2	4	8	9.76%	3	5	55	67.07%	23	32	9	10.98%	4	5	27	32.93%	11	13.41%	9	10.98%	10	12.20%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	5	85	N	38	44.71%	47	55.29%	1	1.18%	0	1	6	7.06%	1	5	0	0.00%	0	0	5	5.88%	3	2	7	8.24%	4	3	58	68.24%	28	30	8	9.41%	2	6	27	31.76%	12	14.12%	17	20.00%	7	8.24%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	713	Thomas Lake Elementary	11	11	10	All Grades	545	N	259	47.52%	286	52.48%	2	0.37%	0	2	40	7.34%	18	22	0	0.00%	0	0	44	8.07%	22	22	41	7.52%	21	20	374	68.62%	176	198	44	8.07%	22	22	171	31.38%	56	10.28%	73	13.39%	63	11.56%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	ECSE	6	Y	1	16.67%	5	83.33%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	16.67%	0	1	1	16.67%	1	0	4	66.67%	0	4	0	0.00%	0	0	2	33.33%									Y	Y	Y	Y
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	PK	32	N	15	46.88%	17	53.13%	0	0.00%	0	0	4	12.50%	3	1	0	0.00%	0	0	4	12.50%	2	2	9	28.13%	4	5	12	37.50%	5	7	3	9.38%	1	2	20	62.50%			0	0.00%					Y	N	Y	Y
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	KG	114	N	65	57.02%	49	42.98%	1	0.88%	1	0	3	2.63%	2	1	0	0.00%	0	0	15	13.16%	6	9	32	28.07%	23	9	49	42.98%	25	24	14	12.28%	8	6	65	57.02%	32	28.07%	19	16.67%	33	28.95%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	1	123	N	54	43.90%	69	56.10%	2	1.63%	1	1	5	4.07%	3	2	0	0.00%	0	0	20	16.26%	8	12	33	26.83%	15	18	52	42.28%	22	30	11	8.94%	5	6	71	57.72%	35	28.46%	18	14.63%	27	21.95%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	2	137	N	72	52.55%	65	47.45%	0	0.00%	0	0	4	2.92%	1	3	0	0.00%	0	0	27	19.71%	15	12	39	28.47%	21	18	49	35.77%	24	25	18	13.14%	11	7	88	64.23%	51	37.23%	21	15.33%	41	29.93%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	3	130	N	68	52.31%	62	47.69%	3	2.31%	1	2	6	4.62%	1	5	0	0.00%	0	0	28	21.54%	17	11	33	25.38%	19	14	43	33.08%	22	21	17	13.08%	8	9	87	66.92%	41	31.54%	18	13.85%	34	26.15%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	4	108	N	53	49.07%	55	50.93%	0	0.00%	0	0	2	1.85%	1	1	0	0.00%	0	0	23	21.30%	12	11	27	25.00%	14	13	38	35.19%	16	22	18	16.67%	10	8	70	64.81%	46	42.59%	25	23.15%	27	25.00%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	5	116	N	53	45.69%	63	54.31%	1	0.86%	1	0	1	0.86%	1	0	0	0.00%	0	0	32	27.59%	18	14	31	26.72%	14	17	39	33.62%	15	24	12	10.34%	4	8	77	66.38%	43	37.07%	24	20.69%	26	22.41%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	714	"Echo Park Elementary School of Leadership, Engineering and Technology"	11	11	10	All Grades	766	N	381	49.74%	385	50.26%	7	0.91%	4	3	25	3.26%	12	13	0	0.00%	0	0	150	19.58%	78	72	205	26.76%	111	94	286	37.34%	129	157	93	12.14%	47	46	480	62.66%	257	33.55%	131	17.10%	196	25.59%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	715	Highland Elementary	11	11	10	KG	96	N	44	45.83%	52	54.17%	0	0.00%	0	0	14	14.58%	5	9	0	0.00%	0	0	3	3.13%	1	2	9	9.38%	3	6	59	61.46%	29	30	11	11.46%	6	5	37	38.54%	12	12.50%	14	14.58%	16	16.67%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	715	Highland Elementary	11	11	10	1	126	N	65	51.59%	61	48.41%	0	0.00%	0	0	10	7.94%	6	4	0	0.00%	0	0	6	4.76%	2	4	20	15.87%	12	8	78	61.90%	38	40	12	9.52%	7	5	48	38.10%	17	13.49%	27	21.43%	20	15.87%	0	0.00%	N	N	N	N
20-21	19	Dakota	196	1	Rosemount-Apple Valley-Eagan	715	Highland Elementary	11	11	10	2	111	N	54	48.65%	57	51.35%	0	0.00%	0	0	11	9.91%	6	5	1	0.90%	0	1	7	6.31%	5	2	7	6.31%	2	5	69	62.16%	36	33	16	14.41%	5	11	42	37.84%	10	9.01%	17	15.32%	15	13.51%	0	0.00%	N	N	N	N
